amfi_code,date,nav,daily_return_pct
100016,2022-06-01,474.1732,-0.004045
100016,2022-06-02,473.1602,-0.002136
100016,2022-06-03,470.7754,-0.00504
100016,2022-06-04,470.7754,0.0
100016,2022-06-05,470.7754,0.0
100016,2022-06-06,476.2119,0.011548
100016,2022-06-07,481.6458,0.011411
100016,2022-06-08,480.4735,-0.002434
100016,2022-06-09,473.1759,-0.015188
100016,2022-06-10,471.0598,-0.004472
100016,2022-06-11,471.0598,0.0
100016,2022-06-12,471.0598,0.0
100016,2022-06-13,468.8163,-0.004763
100016,2022-06-14,466.3477,-0.005266
100016,2022-06-15,463.7261,-0.005622
100016,2022-06-16,461.2993,-0.005233
100016,2022-06-17,459.9666,-0.002889
100016,2022-06-18,459.9666,0.0
100016,2022-06-19,459.9666,0.0
100016,2022-06-20,457.6317,-0.005076
100016,2022-06-21,458.7099,0.002356
100016,2022-06-22,460.4075,0.003701
100016,2022-06-23,456.9604,-0.007487
100016,2022-06-24,462.3501,0.011795
100016,2022-06-25,462.3501,0.0
100016,2022-06-26,462.3501,0.0
100016,2022-06-27,458.6076,-0.008095
100016,2022-06-28,452.344,-0.013658
100016,2022-06-29,454.0998,0.003882
100016,2022-06-30,451.0707,-0.006671
100016,2022-07-01,452.584,0.003355
100016,2022-07-02,452.584,0.0
100016,2022-07-03,452.584,0.0
100016,2022-07-04,443.3196,-0.02047
100016,2022-07-05,449.0289,0.012879
100016,2022-07-06,451.9322,0.006466
100016,2022-07-07,446.2213,-0.012637
100016,2022-07-08,440.6669,-0.012448
100016,2022-07-09,440.6669,0.0
100016,2022-07-10,440.6669,0.0
100016,2022-07-11,447.4448,0.015381
100016,2022-07-12,444.7739,-0.005969
100016,2022-07-13,441.7416,-0.006818
100016,2022-07-14,433.2246,-0.019281
100016,2022-07-15,432.1093,-0.002574
100016,2022-07-16,432.1093,0.0
100016,2022-07-17,432.1093,0.0
100016,2022-07-18,431.4649,-0.001491
100016,2022-07-19,434.4201,0.006849
100016,2022-07-20,429.3142,-0.011753
100016,2022-07-21,423.8151,-0.012809
100016,2022-07-22,425.7236,0.004503
100016,2022-07-23,425.7236,0.0
100016,2022-07-24,425.7236,0.0
100016,2022-07-25,429.7419,0.009439
100016,2022-07-26,424.047,-0.013252
100016,2022-07-27,428.3319,0.010105
100016,2022-07-28,428.6948,0.000847
100016,2022-07-29,433.0659,0.010196
100016,2022-07-30,433.0659,0.0
100016,2022-07-31,433.0659,0.0
100016,2022-08-01,433.0211,-0.000103
100016,2022-08-02,423.7137,-0.021494
100016,2022-08-03,423.3646,-0.000824
100016,2022-08-04,427.5619,0.009914
100016,2022-08-05,424.424,-0.007339
100016,2022-08-06,424.424,0.0
100016,2022-08-07,424.424,0.0
100016,2022-08-08,423.1925,-0.002902
100016,2022-08-09,422.7537,-0.001037
100016,2022-08-10,412.293,-0.024744
100016,2022-08-11,418.6311,0.015373
100016,2022-08-12,415.5307,-0.007406
100016,2022-08-13,415.5307,0.0
100016,2022-08-14,415.5307,0.0
100016,2022-08-15,417.6036,0.004989
100016,2022-08-16,417.4997,-0.000249
100016,2022-08-17,422.3739,0.011675
100016,2022-08-18,424.1079,0.004105
100016,2022-08-19,423.4485,-0.001555
100016,2022-08-20,423.4485,0.0
100016,2022-08-21,423.4485,0.0
100016,2022-08-22,420.3416,-0.007337
100016,2022-08-23,423.5281,0.007581
100016,2022-08-24,416.803,-0.015879
100016,2022-08-25,419.4003,0.006231
100016,2022-08-26,415.5691,-0.009135
100016,2022-08-27,415.5691,0.0
100016,2022-08-28,415.5691,0.0
100016,2022-08-29,420.401,0.011627
100016,2022-08-30,421.2166,0.00194
100016,2022-08-31,423.8348,0.006216
100016,2022-09-01,424.3603,0.00124
100016,2022-09-02,418.068,-0.014828
100016,2022-09-03,418.068,0.0
100016,2022-09-04,418.068,0.0
100016,2022-09-05,415.1206,-0.00705
100016,2022-09-06,417.805,0.006467
100016,2022-09-07,418.6355,0.001988
100016,2022-09-08,423.2368,0.010991
100016,2022-09-09,424.9639,0.004081
100016,2022-09-10,424.9639,0.0
100016,2022-09-11,424.9639,0.0
100016,2022-09-12,421.5737,-0.007978
100016,2022-09-13,418.8403,-0.006484
100016,2022-09-14,419.437,0.001425
100016,2022-09-15,411.1759,-0.019696
100016,2022-09-16,417.5046,0.015392
100016,2022-09-17,417.5046,0.0
100016,2022-09-18,417.5046,0.0
100016,2022-09-19,419.3505,0.004421
100016,2022-09-20,424.1319,0.011402
100016,2022-09-21,418.4765,-0.013334
100016,2022-09-22,423.3133,0.011558
100016,2022-09-23,431.9494,0.020401
100016,2022-09-24,431.9494,0.0
100016,2022-09-25,431.9494,0.0
100016,2022-09-26,427.1671,-0.011071
100016,2022-09-27,430.305,0.007346
100016,2022-09-28,430.5313,0.000526
100016,2022-09-29,424.9261,-0.013019
100016,2022-09-30,426.9974,0.004874
100016,2022-10-01,426.9974,0.0
100016,2022-10-02,426.9974,0.0
100016,2022-10-03,430.3701,0.007899
100016,2022-10-04,428.3154,-0.004774
100016,2022-10-05,432.9656,0.010857
100016,2022-10-06,426.8679,-0.014084
100016,2022-10-07,421.495,-0.012587
100016,2022-10-08,421.495,0.0
100016,2022-10-09,421.495,0.0
100016,2022-10-10,422.2208,0.001722
100016,2022-10-11,422.5333,0.00074
100016,2022-10-12,420.0881,-0.005787
100016,2022-10-13,423.3166,0.007685
100016,2022-10-14,425.5227,0.005211
100016,2022-10-15,425.5227,0.0
100016,2022-10-16,425.5227,0.0
100016,2022-10-17,428.9765,0.008117
100016,2022-10-18,428.7321,-0.00057
100016,2022-10-19,431.2389,0.005847
100016,2022-10-20,429.769,-0.003409
100016,2022-10-21,437.8501,0.018803
100016,2022-10-22,437.8501,0.0
100016,2022-10-23,437.8501,0.0
100016,2022-10-24,434.9481,-0.006628
100016,2022-10-25,443.3278,0.019266
100016,2022-10-26,443.6931,0.000824
100016,2022-10-27,438.5694,-0.011548
100016,2022-10-28,444.122,0.012661
100016,2022-10-29,444.122,0.0
100016,2022-10-30,444.122,0.0
100016,2022-10-31,444.8448,0.001627
100016,2022-11-01,448.4277,0.008054
100016,2022-11-02,453.5279,0.011374
100016,2022-11-03,455.1164,0.003503
100016,2022-11-04,452.9791,-0.004696
100016,2022-11-05,452.9791,0.0
100016,2022-11-06,452.9791,0.0
100016,2022-11-07,457.1295,0.009162
100016,2022-11-08,457.3685,0.000523
100016,2022-11-09,460.3808,0.006586
100016,2022-11-10,451.9519,-0.018309
100016,2022-11-11,453.9711,0.004468
100016,2022-11-12,453.9711,0.0
100016,2022-11-13,453.9711,0.0
100016,2022-11-14,451.6546,-0.005103
100016,2022-11-15,458.5248,0.015211
100016,2022-11-16,461.2893,0.006029
100016,2022-11-17,462.5046,0.002635
100016,2022-11-18,464.7322,0.004816
100016,2022-11-19,464.7322,0.0
100016,2022-11-20,464.7322,0.0
100016,2022-11-21,460.8957,-0.008255
100016,2022-11-22,467.7825,0.014942
100016,2022-11-23,476.316,0.018242
100016,2022-11-24,478.216,0.003989
100016,2022-11-25,485.221,0.014648
100016,2022-11-26,485.221,0.0
100016,2022-11-27,485.221,0.0
100016,2022-11-28,483.0407,-0.004493
100016,2022-11-29,479.9044,-0.006493
100016,2022-11-30,480.3253,0.000877
100016,2022-12-01,482.4201,0.004361
100016,2022-12-02,480.9949,-0.002954
100016,2022-12-03,480.9949,0.0
100016,2022-12-04,480.9949,0.0
100016,2022-12-05,483.5309,0.005272
100016,2022-12-06,485.0894,0.003223
100016,2022-12-07,481.0854,-0.008254
100016,2022-12-08,483.5409,0.005104
100016,2022-12-09,487.4889,0.008165
100016,2022-12-10,487.4889,0.0
100016,2022-12-11,487.4889,0.0
100016,2022-12-12,488.4785,0.00203
100016,2022-12-13,493.7241,0.010739
100016,2022-12-14,488.7036,-0.010169
100016,2022-12-15,490.9778,0.004654
100016,2022-12-16,486.1873,-0.009757
100016,2022-12-17,486.1873,0.0
100016,2022-12-18,486.1873,0.0
100016,2022-12-19,481.6822,-0.009266
100016,2022-12-20,479.2566,-0.005036
100016,2022-12-21,475.5366,-0.007762
100016,2022-12-22,473.4881,-0.004308
100016,2022-12-23,472.8386,-0.001372
100016,2022-12-24,472.8386,0.0
100016,2022-12-25,472.8386,0.0
100016,2022-12-26,476.5883,0.00793
100016,2022-12-27,475.4855,-0.002314
100016,2022-12-28,469.1246,-0.013378
100016,2022-12-29,474.1097,0.010626
100016,2022-12-30,470.8654,-0.006843
100016,2022-12-31,470.8654,0.0
100016,2023-01-01,470.8654,0.0
100016,2023-01-02,470.8644,-2e-06
100016,2023-01-03,472.9663,0.004464
100016,2023-01-04,474.0441,0.002279
100016,2023-01-05,478.8877,0.010218
100016,2023-01-06,481.1631,0.004751
100016,2023-01-07,481.1631,0.0
100016,2023-01-08,481.1631,0.0
100016,2023-01-09,477.7684,-0.007055
100016,2023-01-10,487.2879,0.019925
100016,2023-01-11,488.3757,0.002232
100016,2023-01-12,487.9931,-0.000783
100016,2023-01-13,492.4132,0.009058
100016,2023-01-14,492.4132,0.0
100016,2023-01-15,492.4132,0.0
100016,2023-01-16,493.7523,0.002719
100016,2023-01-17,495.7495,0.004045
100016,2023-01-18,507.0277,0.02275
100016,2023-01-19,506.06,-0.001909
100016,2023-01-20,504.9042,-0.002284
100016,2023-01-21,504.9042,0.0
100016,2023-01-22,504.9042,0.0
100016,2023-01-23,505.6844,0.001545
100016,2023-01-24,510.7491,0.010016
100016,2023-01-25,504.268,-0.012689
100016,2023-01-26,495.8578,-0.016678
100016,2023-01-27,493.5515,-0.004651
100016,2023-01-28,493.5515,0.0
100016,2023-01-29,493.5515,0.0
100016,2023-01-30,486.7415,-0.013798
100016,2023-01-31,485.1715,-0.003226
100016,2023-02-01,487.5779,0.00496
100016,2023-02-02,484.0122,-0.007313
100016,2023-02-03,478.2065,-0.011995
100016,2023-02-04,478.2065,0.0
100016,2023-02-05,478.2065,0.0
100016,2023-02-06,478.7459,0.001128
100016,2023-02-07,482.6505,0.008156
100016,2023-02-08,475.7347,-0.014329
100016,2023-02-09,479.4358,0.00778
100016,2023-02-10,483.1532,0.007754
100016,2023-02-11,483.1532,0.0
100016,2023-02-12,483.1532,0.0
100016,2023-02-13,487.4872,0.00897
100016,2023-02-14,493.0082,0.011325
100016,2023-02-15,502.9354,0.020136
100016,2023-02-16,501.6171,-0.002621
100016,2023-02-17,502.3612,0.001483
100016,2023-02-18,502.3612,0.0
100016,2023-02-19,502.3612,0.0
100016,2023-02-20,500.7778,-0.003152
100016,2023-02-21,501.045,0.000534
100016,2023-02-22,508.1265,0.014133
100016,2023-02-23,502.3938,-0.011282
100016,2023-02-24,498.8505,-0.007053
100016,2023-02-25,498.8505,0.0
100016,2023-02-26,498.8505,0.0
100016,2023-02-27,505.2068,0.012742
100016,2023-02-28,510.0352,0.009557
100016,2023-03-01,508.6667,-0.002683
100016,2023-03-02,512.7785,0.008083
100016,2023-03-03,514.5893,0.003531
100016,2023-03-04,514.5893,0.0
100016,2023-03-05,514.5893,0.0
100016,2023-03-06,521.7123,0.013842
100016,2023-03-07,522.3246,0.001174
100016,2023-03-08,527.3425,0.009607
100016,2023-03-09,540.0526,0.024102
100016,2023-03-10,543.1889,0.005807
100016,2023-03-11,543.1889,0.0
100016,2023-03-12,543.1889,0.0
100016,2023-03-13,543.7057,0.000951
100016,2023-03-14,547.4632,0.006911
100016,2023-03-15,545.984,-0.002702
100016,2023-03-16,557.892,0.02181
100016,2023-03-17,559.067,0.002106
100016,2023-03-18,559.067,0.0
100016,2023-03-19,559.067,0.0
100016,2023-03-20,558.0108,-0.001889
100016,2023-03-21,554.1991,-0.006831
100016,2023-03-22,559.8766,0.010245
100016,2023-03-23,564.466,0.008197
100016,2023-03-24,562.2856,-0.003863
100016,2023-03-25,562.2856,0.0
100016,2023-03-26,562.2856,0.0
100016,2023-03-27,565.443,0.005615
100016,2023-03-28,558.258,-0.012707
100016,2023-03-29,559.4579,0.002149
100016,2023-03-30,561.9861,0.004519
100016,2023-03-31,570.8065,0.015695
100016,2023-04-01,570.8065,0.0
100016,2023-04-02,570.8065,0.0
100016,2023-04-03,567.2319,-0.006262
100016,2023-04-04,561.1622,-0.010701
100016,2023-04-05,557.0355,-0.007354
100016,2023-04-06,550.7921,-0.011208
100016,2023-04-07,557.6109,0.01238
100016,2023-04-08,557.6109,0.0
100016,2023-04-09,557.6109,0.0
100016,2023-04-10,565.5706,0.014275
100016,2023-04-11,567.4627,0.003345
100016,2023-04-12,573.9037,0.011351
100016,2023-04-13,574.8786,0.001699
100016,2023-04-14,574.693,-0.000323
100016,2023-04-15,574.693,0.0
100016,2023-04-16,574.693,0.0
100016,2023-04-17,573.3032,-0.002418
100016,2023-04-18,572.031,-0.002219
100016,2023-04-19,564.5669,-0.013048
100016,2023-04-20,566.1761,0.00285
100016,2023-04-21,566.2668,0.00016
100016,2023-04-22,566.2668,0.0
100016,2023-04-23,566.2668,0.0
100016,2023-04-24,570.2955,0.007114
100016,2023-04-25,571.0606,0.001342
100016,2023-04-26,570.536,-0.000919
100016,2023-04-27,566.4614,-0.007142
100016,2023-04-28,567.1145,0.001153
100016,2023-04-29,567.1145,0.0
100016,2023-04-30,567.1145,0.0
100016,2023-05-01,571.1134,0.007051
100016,2023-05-02,565.6753,-0.009522
100016,2023-05-03,566.404,0.001288
100016,2023-05-04,567.8622,0.002574
100016,2023-05-05,564.5686,-0.0058
100016,2023-05-06,564.5686,0.0
100016,2023-05-07,564.5686,0.0
100016,2023-05-08,561.939,-0.004658
100016,2023-05-09,563.3736,0.002553
100016,2023-05-10,558.0581,-0.009435
100016,2023-05-11,560.0718,0.003608
100016,2023-05-12,555.9534,-0.007353
100016,2023-05-13,555.9534,0.0
100016,2023-05-14,555.9534,0.0
100016,2023-05-15,561.4787,0.009938
100016,2023-05-16,573.4711,0.021359
100016,2023-05-17,569.4279,-0.00705
100016,2023-05-18,572.4122,0.005241
100016,2023-05-19,569.0487,-0.005876
100016,2023-05-20,569.0487,0.0
100016,2023-05-21,569.0487,0.0
100016,2023-05-22,574.5931,0.009743
100016,2023-05-23,568.5103,-0.010586
100016,2023-05-24,571.2196,0.004766
100016,2023-05-25,567.1312,-0.007157
100016,2023-05-26,566.3889,-0.001309
100016,2023-05-27,566.3889,0.0
100016,2023-05-28,566.3889,0.0
100016,2023-05-29,561.5519,-0.00854
100016,2023-05-30,565.9312,0.007799
100016,2023-05-31,562.059,-0.006842
100016,2023-06-01,565.0931,0.005398
100016,2023-06-02,563.6716,-0.002516
100016,2023-06-03,563.6716,0.0
100016,2023-06-04,563.6716,0.0
100016,2023-06-05,563.3934,-0.000494
100016,2023-06-06,564.4191,0.001821
100016,2023-06-07,560.929,-0.006184
100016,2023-06-08,562.2606,0.002374
100016,2023-06-09,570.1945,0.014111
100016,2023-06-10,570.1945,0.0
100016,2023-06-11,570.1945,0.0
100016,2023-06-12,566.5874,-0.006326
100016,2023-06-13,572.7685,0.010909
100016,2023-06-14,580.6856,0.013823
100016,2023-06-15,576.8184,-0.00666
100016,2023-06-16,569.7576,-0.012241
100016,2023-06-17,569.7576,0.0
100016,2023-06-18,569.7576,0.0
100016,2023-06-19,571.5717,0.003184
100016,2023-06-20,569.1125,-0.004303
100016,2023-06-21,578.8674,0.017141
100016,2023-06-22,579.3439,0.000823
100016,2023-06-23,575.5565,-0.006537
100016,2023-06-24,575.5565,0.0
100016,2023-06-25,575.5565,0.0
100016,2023-06-26,570.057,-0.009555
100016,2023-06-27,575.8598,0.010179
100016,2023-06-28,573.262,-0.004511
100016,2023-06-29,573.7795,0.000903
100016,2023-06-30,578.9351,0.008985
100016,2023-07-01,578.9351,0.0
100016,2023-07-02,578.9351,0.0
100016,2023-07-03,576.7654,-0.003748
100016,2023-07-04,576.8293,0.000111
100016,2023-07-05,577.0426,0.00037
100016,2023-07-06,580.8301,0.006564
100016,2023-07-07,584.1654,0.005742
100016,2023-07-08,584.1654,0.0
100016,2023-07-09,584.1654,0.0
100016,2023-07-10,583.3333,-0.001424
100016,2023-07-11,583.962,0.001078
100016,2023-07-12,582.3508,-0.002759
100016,2023-07-13,575.1079,-0.012437
100016,2023-07-14,576.7133,0.002791
100016,2023-07-15,576.7133,0.0
100016,2023-07-16,576.7133,0.0
100016,2023-07-17,586.7206,0.017352
100016,2023-07-18,582.4661,-0.007251
100016,2023-07-19,578.8072,-0.006282
100016,2023-07-20,574.6758,-0.007138
100016,2023-07-21,578.6584,0.00693
100016,2023-07-22,578.6584,0.0
100016,2023-07-23,578.6584,0.0
100016,2023-07-24,581.2514,0.004481
100016,2023-07-25,580.7388,-0.000882
100016,2023-07-26,576.3533,-0.007552
100016,2023-07-27,577.1207,0.001331
100016,2023-07-28,569.5056,-0.013195
100016,2023-07-29,569.5056,0.0
100016,2023-07-30,569.5056,0.0
100016,2023-07-31,570.5207,0.001782
100016,2023-08-01,575.2193,0.008236
100016,2023-08-02,569.2005,-0.010463
100016,2023-08-03,561.849,-0.012915
100016,2023-08-04,570.0239,0.01455
100016,2023-08-05,570.0239,0.0
100016,2023-08-06,570.0239,0.0
100016,2023-08-07,567.2493,-0.004868
100016,2023-08-08,573.2563,0.01059
100016,2023-08-09,572.7737,-0.000842
100016,2023-08-10,572.2513,-0.000912
100016,2023-08-11,574.7646,0.004392
100016,2023-08-12,574.7646,0.0
100016,2023-08-13,574.7646,0.0
100016,2023-08-14,570.5953,-0.007254
100016,2023-08-15,571.5572,0.001686
100016,2023-08-16,569.9315,-0.002844
100016,2023-08-17,563.6234,-0.011068
100016,2023-08-18,565.5951,0.003498
100016,2023-08-19,565.5951,0.0
100016,2023-08-20,565.5951,0.0
100016,2023-08-21,564.5744,-0.001805
100016,2023-08-22,564.0841,-0.000868
100016,2023-08-23,558.3838,-0.010105
100016,2023-08-24,566.5681,0.014657
100016,2023-08-25,571.2603,0.008282
100016,2023-08-26,571.2603,0.0
100016,2023-08-27,571.2603,0.0
100016,2023-08-28,576.4358,0.00906
100016,2023-08-29,575.1817,-0.002176
100016,2023-08-30,566.7691,-0.014626
100016,2023-08-31,576.9127,0.017897
100016,2023-09-01,576.8994,-2.3e-05
100016,2023-09-02,576.8994,0.0
100016,2023-09-03,576.8994,0.0
100016,2023-09-04,573.398,-0.006069
100016,2023-09-05,575.8066,0.004201
100016,2023-09-06,582.0642,0.010868
100016,2023-09-07,582.2461,0.000313
100016,2023-09-08,589.1525,0.011862
100016,2023-09-09,589.1525,0.0
100016,2023-09-10,589.1525,0.0
100016,2023-09-11,595.1135,0.010118
100016,2023-09-12,589.7951,-0.008937
100016,2023-09-13,586.6033,-0.005412
100016,2023-09-14,591.8832,0.009001
100016,2023-09-15,578.1898,-0.023135
100016,2023-09-16,578.1898,0.0
100016,2023-09-17,578.1898,0.0
100016,2023-09-18,577.7262,-0.000802
100016,2023-09-19,570.7762,-0.01203
100016,2023-09-20,568.6757,-0.00368
100016,2023-09-21,567.4716,-0.002117
100016,2023-09-22,565.9735,-0.00264
100016,2023-09-23,565.9735,0.0
100016,2023-09-24,565.9735,0.0
100016,2023-09-25,563.5143,-0.004345
100016,2023-09-26,558.376,-0.009118
100016,2023-09-27,570.0712,0.020945
100016,2023-09-28,579.8367,0.01713
100016,2023-09-29,574.2208,-0.009685
100016,2023-09-30,574.2208,0.0
100016,2023-10-01,574.2208,0.0
100016,2023-10-02,582.5895,0.014574
100016,2023-10-03,580.8402,-0.003003
100016,2023-10-04,581.8024,0.001657
100016,2023-10-05,581.7779,-4.2e-05
100016,2023-10-06,578.7012,-0.005288
100016,2023-10-07,578.7012,0.0
100016,2023-10-08,578.7012,0.0
100016,2023-10-09,584.0455,0.009235
100016,2023-10-10,584.996,0.001627
100016,2023-10-11,582.8431,-0.00368
100016,2023-10-12,576.473,-0.010929
100016,2023-10-13,572.2429,-0.007338
100016,2023-10-14,572.2429,0.0
100016,2023-10-15,572.2429,0.0
100016,2023-10-16,564.3101,-0.013863
100016,2023-10-17,564.6621,0.000624
100016,2023-10-18,559.0226,-0.009987
100016,2023-10-19,558.0026,-0.001825
100016,2023-10-20,565.0774,0.012679
100016,2023-10-21,565.0774,0.0
100016,2023-10-22,565.0774,0.0
100016,2023-10-23,571.3805,0.011154
100016,2023-10-24,571.5127,0.000231
100016,2023-10-25,571.3686,-0.000252
100016,2023-10-26,581.22,0.017242
100016,2023-10-27,584.1967,0.005121
100016,2023-10-28,584.1967,0.0
100016,2023-10-29,584.1967,0.0
100016,2023-10-30,582.8108,-0.002372
100016,2023-10-31,575.8241,-0.011988
100016,2023-11-01,578.126,0.003998
100016,2023-11-02,582.6704,0.007861
100016,2023-11-03,579.7325,-0.005042
100016,2023-11-04,579.7325,0.0
100016,2023-11-05,579.7325,0.0
100016,2023-11-06,581.5232,0.003089
100016,2023-11-07,579.9607,-0.002687
100016,2023-11-08,579.3189,-0.001107
100016,2023-11-09,567.0393,-0.021197
100016,2023-11-10,566.2233,-0.001439
100016,2023-11-11,566.2233,0.0
100016,2023-11-12,566.2233,0.0
100016,2023-11-13,571.3794,0.009106
100016,2023-11-14,568.4997,-0.00504
100016,2023-11-15,569.0566,0.00098
100016,2023-11-16,565.5671,-0.006132
100016,2023-11-17,567.6605,0.003701
100016,2023-11-18,567.6605,0.0
100016,2023-11-19,567.6605,0.0
100016,2023-11-20,566.87,-0.001393
100016,2023-11-21,562.4839,-0.007737
100016,2023-11-22,569.4269,0.012343
100016,2023-11-23,574.4072,0.008746
100016,2023-11-24,571.6459,-0.004807
100016,2023-11-25,571.6459,0.0
100016,2023-11-26,571.6459,0.0
100016,2023-11-27,574.4572,0.004918
100016,2023-11-28,577.4842,0.005269
100016,2023-11-29,581.0643,0.006199
100016,2023-11-30,572.7421,-0.014322
100016,2023-12-01,578.1473,0.009437
100016,2023-12-02,578.1473,0.0
